grupo,caso,descricao,cluster,origem,ctmt_principal,ctmts_cluster,trecho_falta,criterio_falta,religador,instante_id,instante,hora,com_gd,ordem,chave,fonte,clientes_ucbt,clientes_total,tlcd,convergiu,viavel,margem_disjuntor,i_disjuntor_a,i_nominal_a,vmin_mt_pu,vmin_mt_barra,vmax_mt_pu,vmax_mt_barra,carregamento_max_mt_pct,perdas_kw,motivos,ajustes
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,1,1007642983,TQR0007,1984,1984,True,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,2,752622332,TQR0007,1984,1984,True,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,3,789941518,TQR33859,1984,1984,True,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,4,11026494,TQR0007,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,5,11053522,TQR33859,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,6,11053620,TQR33859,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,7,11053627,TQR33859,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,8,11056672,TQR33859,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,9,134733185,TQR0007,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,meio_dia_com_gd,meio-dia com GD,12,True,10,258481641,TQR0007,1984,1984,False,False,False,,,564.2,,,,,,,fluxo não convergiu,maxiterations=100; vminpu=0.9; model=2
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,1,11056672,TQR33859,1984,1984,False,True,True,0.7785778747164256,124.9263630849927,564.2,1.0171489394434938,tqr33862_mt_360100,1.0449995075677128,tqr33859_mt_50380,27.173748613708675,375.09977420439196,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,2,789941518,TQR33859,1984,1984,True,True,True,0.7781727160875607,125.15495358339831,564.2,1.0266088325635117,tqr33859_mt_395491,1.0449995103980094,tqr33859_mt_50380,22.18337203716601,368.72432854200355,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,3,11053522,TQR33859,1984,1984,False,True,True,0.7782713623734818,125.09929734888159,564.2,1.0252901514687087,tqr33859_mt_395491,1.0449995095005156,tqr33859_mt_50380,22.173507887650974,370.08794665300417,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,4,11053620,TQR33859,1984,1984,False,True,True,0.7784200075358959,125.01543174824752,564.2,1.0234529614324577,tqr33859_mt_395491,1.0449995079148102,tqr33859_mt_50380,22.158644159575577,371.50685260825685,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,5,11053627,TQR33859,1984,1984,False,True,True,0.7781727961641024,125.1549084042134,564.2,1.0266088327318634,tqr33859_mt_395491,1.0449995103979612,tqr33859_mt_50380,22.183364028170686,368.7255753531386,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,6,1007642983,TQR0007,1984,1984,True,True,True,0.7531137779861622,139.2932064602073,564.2,1.0174728004568436,tqr0007_mt_360037,1.0449993626883844,tqr0007_mt_52737,47.77182835186091,375.17598591256683,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,7,752622332,TQR0007,1984,1984,True,True,True,0.75326368020297,139.2086316294844,564.2,1.0156959170599469,tqr0007_mt_360037,1.0449993611280506,tqr0007_mt_52737,47.74282631140863,377.54347771476733,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,8,11026494,TQR0007,1984,1984,False,True,True,0.7531139532744369,139.29310756256274,564.2,1.0174728225560057,tqr0007_mt_360037,1.044999362688118,tqr0007_mt_52737,47.77179442922938,375.180947759102,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,9,134733185,TQR0007,1984,1984,False,True,True,0.7532638058182686,139.20856075733283,564.2,1.0156959164117385,tqr0007_mt_360037,1.0449993611241517,tqr0007_mt_52737,47.74280201021012,377.54527077875383,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,10924213,ponta_noite_sem_gd,ponta da noite sem GD,19,False,10,258481641,TQR0007,1984,1984,False,True,True,0.7532228485728193,139.23166883521537,564.2,1.01618978556266,tqr0007_mt_360037,1.044999361414722,tqr0007_mt_52737,47.75072641680928,376.80656989743323,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,1,974020904,ALC9946,4036,4042,True,True,True,0.7869814275671755,126.00048559401569,591.5,1.0371654295602069,alc9925_mt_876330,1.0449992506786443,alc9946_mt_50518,35.9402186640531,323.89557243852,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,2,529355823,ALC9946,4036,4042,False,True,True,0.7869811496476773,126.00064998339889,591.5,1.037171597389168,alc9925_mt_876330,1.0449992506730847,alc9946_mt_50518,35.94028007717147,323.8894719077253,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,3,977361689,URG29983,4036,4042,True,True,True,0.7714543755994274,135.18473683293874,591.5,1.0321010751421384,alc9925_mt_453329,1.0449992762348155,urg29983_mt_50724,70.56488789726306,326.6498551053038,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,4,11006808,URG29983,4036,4042,False,True,True,0.7714102303121088,135.21084877038768,591.5,1.0327677230566379,alc9925_mt_453329,1.0449992764105835,urg29983_mt_50724,70.5799804431566,326.0490435425485,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,5,11006815,URG29983,4036,4042,False,True,True,0.7714547228990385,135.1845314052187,591.5,1.0320932657640194,alc9925_mt_453329,1.0449992762362057,urg29983_mt_50724,70.56476961724259,326.6561574952935,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,6,746851189,RCP9882,4036,4042,True,True,True,0.6700769426173894,144.53929143932174,438.1,1.0336525755174153,alc9925_mt_453329,1.044999174480854,rcp9882_mt_50508,33.19001799406881,326.62275525784077,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,7,23313112,RCP9882,4036,4042,False,True,True,0.6701003187949187,144.52905033594612,438.1,1.0337045420910187,alc9925_mt_876330,1.0449991746723053,rcp9882_mt_50508,33.187666252432145,327.078799575431,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,8,1009901594,URG29706,4036,4042,True,False,False,,,,,,,,,,fonte URG29706 fora do cluster (sem modelo),
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,9,11035887,URG29706,4036,4042,False,False,False,,,,,,,,,,fonte URG29706 fora do cluster (sem modelo),
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,meio_dia_com_gd,meio-dia com GD,12,True,10,494303815,ALC740,4036,4042,False,False,False,,,,,,,,,,fonte ALC740 fora do cluster (sem modelo),
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,ponta_noite_sem_gd,ponta da noite sem GD,19,False,1,974020904,ALC9946,4036,4042,True,True,True,0.7365883505102458,155.80799067318955,591.5,1.0361211602630187,alc9925_mt_876330,1.0449992456638995,alc9946_mt_50518,41.9657106229762,331.34311710535974,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,ponta_noite_sem_gd,ponta da noite sem GD,19,False,2,529355823,ALC9946,4036,4042,False,True,True,0.7365881504112839,155.80810903172556,591.5,1.0361279588547907,alc9925_mt_876330,1.044999245660427,alc9946_mt_50518,41.96575386927129,331.3345325694682,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,ponta_noite_sem_gd,ponta da noite sem GD,19,False,3,977361689,URG29983,4036,4042,True,True,True,0.7117295206599045,170.5119885296665,591.5,1.0299579702387405,alc9925_mt_453329,1.0449992141645918,urg29983_mt_50724,88.5496185964818,337.6275233628882,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,ponta_noite_sem_gd,ponta da noite sem GD,19,False,4,11006808,URG29983,4036,4042,False,True,True,0.7117025909398148,170.5279174590995,591.5,1.0307305334690564,alc9925_mt_453329,1.0449992146820657,urg29983_mt_50724,88.55888121045072,336.65108597435966,,vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,10927447,ponta_noite_sem_gd,ponta da noite sem GD,19,False,5,11006815,URG29983,4036,4042,False,True,True,0.7117297617832367,170.51184590521552,591.5,1.0299493831140754,alc9925_mt_453329,1.0449992141646487,urg29983_mt_50724,88.54953567882902,337.63645255139306,,vminpu=0.9
