tarefa,nivel,cluster,repeticao,acerto,obtido,esperado,sequencia,referencia,ordem,precisao,rodadas,tokens_prompt,tokens_completion,tokens_total,tokens_informados,chars_ferramentas,segundos_llm,segundos_ferramentas,segundos_total,replanejamentos,recusas,erro,resposta,provider,modelo,exemplos,compactado,seed,data
H07,hard,ipanema,3,1,479.0,479,"[""locate_fault"", ""isolate_fault"", ""restore_options""]","[""locate_fault"", ""isolate_fault"", ""restore_options""]",1.0,1.0,4,0,0,0,1,1104,0.002,0.014,0.016,0,0,,Não há opção de restauração para a falta em 11409068: 479 UCBT sãs continuam sem tensão após o isolamento; 0 opções.,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M05,medium,ipanema,3,1,404.0,404,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,159,0.0,0.001,0.001,0,0,,"A jusante da chave 505111870 ficam 404 UCBT (404 clientes, 8 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H05,hard,tijuca,4,1,644.0,644,"[""locate_fault"", ""isolate_fault"", ""restore_options""]","[""locate_fault"", ""isolate_fault"", ""restore_options""]",1.0,1.0,4,0,0,0,1,3107,0.001,3.085,3.086,0,0,,"Melhor opção: fechar 977361689 → ALC9925, recupera 644 UCBT; margem do disjuntor 60.9 %, Vmin MT 1.032 pu. 3 opções, 3 viáveis.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H06,hard,ipanema,4,1,null,[],"[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,2002,0.0,0.02,0.021,0,0,,"Falta permanente no trecho 11409068 (PTS0001), religador 10933610 aberto: 1730 clientes sem tensão; após isolar a falta e religar o tronco são, 479 continuam sem tensão.
Isolamento (fronteira 10933610, 505111870, 561826961): abrir 505111870, abrir 561826961.
Proposta P-0017: sem opção viável de rest",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H08,hard,taquara,2,1,"""11053620""","[""11053620"", ""11056672"", ""789941518"", ""11053522"", ""11053627"", ""1007642983"", ""752622332"", ""11026494"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6828,0.002,20.928,20.93,0,0,,"Falta permanente no trecho 11798327 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 2023 continuam sem tensão.
Isolamento (fronteira 11026473, 22826994, 528574225, 790615689): abrir 11026473, abrir 22826994, abrir 528574225, abrir 79061568",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S01,simple,tijuca,4,1,4.246,4.246,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,447,0.001,0.004,0.005,0,0,,O alimentador ALC9925 tem 4.246 km (km de rede MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M01,medium,tijuca,4,1,1307.0,1307,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,166,0.001,0.003,0.004,0,0,,"A jusante da chave 1006470683 ficam 1307 UCBT (1310 clientes, 139 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H06,hard,ipanema,3,1,null,[],"[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,2002,0.002,0.048,0.05,0,0,,"Falta permanente no trecho 11409068 (PTS0001), religador 10933610 aberto: 1730 clientes sem tensão; após isolar a falta e religar o tronco são, 479 continuam sem tensão.
Isolamento (fronteira 10933610, 505111870, 561826961): abrir 505111870, abrir 561826961.
Proposta P-0019: sem opção viável de rest",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M09,medium,taquara,3,1,2023.0,2023,"[""locate_fault"", ""isolate_fault""]","[""locate_fault"", ""isolate_fault""]",1.0,1.0,3,0,0,0,1,1163,0.001,0.031,0.032,0,0,,"Após isolar a zona em falta (abrir 11026473, abrir 22826994, abrir 528574225, abrir 790615689, fechar 10924213), 2023 UCBT sãs continuam sem tensão e o religador pode religar.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M03,medium,taquara,1,1,1361.0,1361,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,165,0.0,0.002,0.002,0,0,,"A jusante da chave 640922462 ficam 1361 UCBT (1362 clientes, 169 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M04,medium,taquara,3,1,1261.0,1261,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,164,0.0,0.002,0.002,0,0,,"A jusante da chave 57067405 ficam 1261 UCBT (1261 clientes, 231 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S09,simple,taquara,3,1,82.0,82,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,470,0.003,0.025,0.028,0,0,,O alimentador TQR0007 tem 82 (transformadores).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H10,hard,taquara,2,1,"""11053522""","[""11053522"", ""11053620"", ""11056672"", ""752622332"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6218,0.002,14.53,14.532,0,0,,"Falta permanente no trecho 260547810 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 1261 continuam sem tensão.
Isolamento (fronteira 479996584, 536994950, 57067405): abrir 479996584, abrir 536994950, abrir 57067405, fechar 10924213; relig",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H08,hard,taquara,3,1,"""11053620""","[""11053620"", ""11056672"", ""789941518"", ""11053522"", ""11053627"", ""1007642983"", ""752622332"", ""11026494"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6828,0.002,24.287,24.289,0,0,,"Falta permanente no trecho 11798327 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 2023 continuam sem tensão.
Isolamento (fronteira 11026473, 22826994, 528574225, 790615689): abrir 11026473, abrir 22826994, abrir 528574225, abrir 79061568",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H03,hard,tijuca,1,1,4.0,4,"[""locate_fault"", ""isolate_fault"", ""restore_options""]","[""locate_fault"", ""isolate_fault"", ""restore_options""]",1.0,1.0,4,0,0,0,1,4695,0.002,8.47,8.472,0,0,,"Melhor opção: fechar 974020904 → ALC9946, recupera 4036 UCBT; margem do disjuntor 46.0 %, Vmin MT 1.027 pu. 10 opções, 4 viáveis.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H04,hard,tijuca,4,1,"""746851189""","[""746851189""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,5626,0.001,8.531,8.532,0,0,,"Falta permanente no trecho 1006470677 (ALC9925), religador 10927447 aberto: 4042 clientes sem tensão; após isolar a falta e religar o tronco são, 1310 continuam sem tensão.
Isolamento (fronteira 1006470683, 1007089101, 11035943): abrir 1006470683, abrir 1007089101, abrir 11035943, fechar 10927447; r",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M08,medium,ipanema,2,1,1251.0,1251,"[""locate_fault""]","[""locate_fault""]",1.0,1.0,2,0,0,0,1,432,0.001,0.011,0.012,0,0,,A zona de falta tem 1251 UCBT.,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H04,hard,tijuca,2,1,"""746851189""","[""746851189""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,5628,0.001,5.004,5.005,0,0,,"Falta permanente no trecho 1006470677 (ALC9925), religador 10927447 aberto: 4042 clientes sem tensão; após isolar a falta e religar o tronco são, 1310 continuam sem tensão.
Isolamento (fronteira 1006470683, 1007089101, 11035943): abrir 1006470683, abrir 1007089101, abrir 11035943, fechar 10927447; r",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M04,medium,taquara,2,1,1261.0,1261,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,164,0.0,0.001,0.001,0,0,,"A jusante da chave 57067405 ficam 1261 UCBT (1261 clientes, 231 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M07,medium,tijuca,2,1,4036.0,4036,"[""locate_fault"", ""isolate_fault""]","[""locate_fault"", ""isolate_fault""]",1.0,1.0,3,0,0,0,1,845,0.0,0.057,0.057,0,0,,"Após isolar a zona em falta (abrir 11035901), 4036 UCBT sãs continuam sem tensão.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H01,hard,tijuca,2,1,"""974020904""","[""974020904"", ""529355823""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6261,0.002,8.2,8.202,0,0,,"Falta permanente no trecho 11304252 (ALC9925), religador 10927447 aberto: 4042 clientes sem tensão; após isolar a falta e religar o tronco são, 4042 continuam sem tensão.
Isolamento (fronteira 10927447, 11035901): abrir 11035901.
Proposta P-0024: restaurar por 974020904 → ALC9946; sequência abrir 11",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M09,medium,taquara,2,1,2023.0,2023,"[""locate_fault"", ""isolate_fault""]","[""locate_fault"", ""isolate_fault""]",1.0,1.0,3,0,0,0,1,1163,0.0,0.103,0.103,0,0,,"Após isolar a zona em falta (abrir 11026473, abrir 22826994, abrir 528574225, abrir 790615689, fechar 10924213), 2023 UCBT sãs continuam sem tensão e o religador pode religar.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S04,simple,tijuca,2,1,436.0,436,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,450,0.0,0.003,0.004,0,0,,O alimentador URG29983 tem 436 (trechos MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H01,hard,tijuca,5,1,"""974020904""","[""974020904"", ""529355823""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6261,0.001,8.385,8.386,0,0,,"Falta permanente no trecho 11304252 (ALC9925), religador 10927447 aberto: 4042 clientes sem tensão; após isolar a falta e religar o tronco são, 4042 continuam sem tensão.
Isolamento (fronteira 10927447, 11035901): abrir 11035901.
Proposta P-0025: restaurar por 974020904 → ALC9946; sequência abrir 11",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M08,medium,ipanema,4,1,1251.0,1251,"[""locate_fault""]","[""locate_fault""]",1.0,1.0,2,0,0,0,1,432,0.0,0.008,0.008,0,0,,A zona de falta tem 1251 UCBT.,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S10,simple,taquara,5,1,58.0,58,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,472,0.001,0.002,0.003,0,0,,O alimentador TQR33862 tem 58 (chaves).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H10,hard,taquara,1,1,"""11053522""","[""11053522"", ""11053620"", ""11056672"", ""752622332"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6217,0.0,8.049,8.049,0,0,,"Falta permanente no trecho 260547810 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 1261 continuam sem tensão.
Isolamento (fronteira 479996584, 536994950, 57067405): abrir 479996584, abrir 536994950, abrir 57067405, fechar 10924213; relig",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M10,medium,taquara,4,1,4.0,4,"[""locate_fault""]","[""locate_fault""]",1.0,1.0,2,0,0,0,1,489,0.0,0.004,0.004,0,0,,"Devem abrir 4 chaves de fronteira: 11026473, 22826994, 528574225, 790615689.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M03,medium,taquara,5,1,1361.0,1361,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,165,0.0,0.001,0.001,0,0,,"A jusante da chave 640922462 ficam 1361 UCBT (1362 clientes, 169 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H05,hard,tijuca,3,1,644.0,644,"[""locate_fault"", ""isolate_fault"", ""restore_options""]","[""locate_fault"", ""isolate_fault"", ""restore_options""]",1.0,1.0,4,0,0,0,1,3107,0.0,3.552,3.552,0,0,,"Melhor opção: fechar 977361689 → ALC9925, recupera 644 UCBT; margem do disjuntor 60.9 %, Vmin MT 1.032 pu. 3 opções, 3 viáveis.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M10,medium,taquara,2,1,4.0,4,"[""locate_fault""]","[""locate_fault""]",1.0,1.0,2,0,0,0,1,489,0.0,0.037,0.037,0,0,,"Devem abrir 4 chaves de fronteira: 11026473, 22826994, 528574225, 790615689.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M06,medium,tijuca,2,1,35.0,35,"[""locate_fault""]","[""locate_fault""]",1.0,1.0,2,0,0,0,1,408,0.0,0.003,0.003,0,0,,A zona de falta tem 35 nós.,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S08,simple,taquara,2,1,17.979,17.979,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,473,0.001,0.004,0.005,0,0,,O alimentador TQR33859 tem 17.979 km (km de rede MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H04,hard,tijuca,1,1,"""746851189""","[""746851189""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,5629,0.0,4.143,4.143,0,0,,"Falta permanente no trecho 1006470677 (ALC9925), religador 10927447 aberto: 4042 clientes sem tensão; após isolar a falta e religar o tronco são, 1310 continuam sem tensão.
Isolamento (fronteira 1006470683, 1007089101, 11035943): abrir 1006470683, abrir 1007089101, abrir 11035943, fechar 10927447; r",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S01,simple,tijuca,5,1,4.246,4.246,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,447,0.001,0.002,0.003,0,0,,O alimentador ALC9925 tem 4.246 km (km de rede MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S04,simple,tijuca,3,1,436.0,436,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,450,0.001,0.002,0.003,0,0,,O alimentador URG29983 tem 436 (trechos MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S06,simple,ipanema,1,1,31.0,31,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,449,0.0,0.002,0.002,0,0,,O alimentador PTS0001 tem 31 (chaves NA).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M04,medium,taquara,5,1,1261.0,1261,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,164,0.0,0.001,0.001,0,0,,"A jusante da chave 57067405 ficam 1261 UCBT (1261 clientes, 231 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M01,medium,tijuca,2,1,1307.0,1307,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,166,0.0,0.001,0.001,0,0,,"A jusante da chave 1006470683 ficam 1307 UCBT (1310 clientes, 139 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S01,simple,tijuca,3,1,4.246,4.246,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,447,0.001,0.002,0.003,0,0,,O alimentador ALC9925 tem 4.246 km (km de rede MT).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M01,medium,tijuca,3,1,1307.0,1307,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,166,0.0,0.001,0.001,0,0,,"A jusante da chave 1006470683 ficam 1307 UCBT (1310 clientes, 139 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S03,simple,tijuca,5,1,9.0,9,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,445,0.0,0.002,0.002,0,0,,O alimentador ALC9946 tem 9 (chaves NA).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H08,hard,taquara,4,1,"""11053620""","[""11053620"", ""11056672"", ""789941518"", ""11053522"", ""11053627"", ""1007642983"", ""752622332"", ""11026494"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6829,0.001,15.252,15.253,0,0,,"Falta permanente no trecho 11798327 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 2023 continuam sem tensão.
Isolamento (fronteira 11026473, 22826994, 528574225, 790615689): abrir 11026473, abrir 22826994, abrir 528574225, abrir 79061568",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
S09,simple,taquara,2,1,82.0,82,"[""get_topology""]","[""get_topology""]",1.0,1.0,2,0,0,0,1,470,0.001,0.002,0.003,0,0,,O alimentador TQR0007 tem 82 (transformadores).,fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H10,hard,taquara,5,1,"""11053522""","[""11053522"", ""11053620"", ""11056672"", ""752622332"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6216,0.002,7.324,7.326,0,0,,"Falta permanente no trecho 260547810 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 1261 continuam sem tensão.
Isolamento (fronteira 479996584, 536994950, 57067405): abrir 479996584, abrir 536994950, abrir 57067405, fechar 10924213; relig",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M05,medium,ipanema,5,1,404.0,404,"[""downstream_customers""]","[""downstream_customers""]",1.0,1.0,2,0,0,0,1,159,0.0,0.001,0.001,0,0,,"A jusante da chave 505111870 ficam 404 UCBT (404 clientes, 8 nós).",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
M07,medium,tijuca,3,1,4036.0,4036,"[""locate_fault"", ""isolate_fault""]","[""locate_fault"", ""isolate_fault""]",1.0,1.0,3,0,0,0,1,845,0.001,0.007,0.008,0,0,,"Após isolar a zona em falta (abrir 11035901), 4036 UCBT sãs continuam sem tensão.",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
H08,hard,taquara,1,1,"""11053620""","[""11053620"", ""11056672"", ""789941518"", ""11053522"", ""11053627"", ""1007642983"", ""752622332"", ""11026494"", ""134733185"", ""258481641""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]","[""locate_fault"", ""isolate_fault"", ""restore_options"", ""propose_plan""]",1.0,1.0,5,0,0,0,1,6828,0.001,12.899,12.9,0,0,,"Falta permanente no trecho 11798327 (TQR33862), religador 10924213 aberto: 4351 clientes sem tensão; após isolar a falta e religar o tronco são, 2023 continuam sem tensão.
Isolamento (fronteira 11026473, 22826994, 528574225, 790615689): abrir 11026473, abrir 22826994, abrir 528574225, abrir 79061568",fake,fake-operador,1,1,42,2026-09-10T19:56:06+00:00
