grupo,caso,descricao,cluster,origem,ctmt_principal,ctmts_cluster,trecho_falta,criterio_falta,modelo_carga,fas_con,loadmult,trocas_fas_con,n_opcoes,n_viaveis,decisao,tipo_decisao,virou_decisao,opcao_score,fonte_score,score_viavel,margem_disjuntor,i_disjuntor_a,i_nominal_a,vmin_mt_pu,vmin_mt_barra,vmax_mt_pu,vmax_mt_barra,carregamento_max_mt_pct,perdas_kw,motivos,ajustes
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,cadastrado,0.8,0,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.321881100206106,401.1073292280883,591.5,1.0221662153779185,alc9925_mt_876330,1.044997878360513,alc9946_mt_50518,107.19678226722641,1067.6953162367784,"14 trecho(s) MT acima de 100 % (Line.smt_10968944 107 %, Line.smt_10968722 107 %, Line.smt_10968716 107 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,cadastrado,1.0,0,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.16162128734823217,495.90100853352067,591.5,1.0166279754154353,alc9925_mt_876330,1.044997304511388,alc9946_mt_50518,132.6579318882303,1483.4940718452676,"14 trecho(s) MT acima de 100 % (Line.smt_10968944 133 %, Line.smt_10968722 133 %, Line.smt_10968716 133 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,cadastrado,1.2,0,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.004089909875468354,589.0808183086605,591.5,1.0110901411385833,alc9925_mt_876330,1.0449967133450224,alc9946_mt_50518,157.72864719810002,1951.5786481115692,"26 trecho(s) MT acima de 100 % (Line.smt_10968944 158 %, Line.smt_10968722 158 %, Line.smt_10968716 158 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,cadastrado,1.4,0,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,-0.1494305398335812,679.8881643115633,591.5,1.0056587258872047,alc9925_mt_876330,1.0449961136885253,alc9946_mt_50518,182.11175309392345,2460.524398533545,"44 trecho(s) MT acima de 100 % (Line.smt_10968944 182 %, Line.smt_10968722 182 %, Line.smt_10968716 182 %); I disjuntor 680 A > 592 A nominal",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,rebalanceado,0.6,2905,10,4,974020904,restaurar,False,974020904,ALC9946,True,0.4916535076982931,300.68695019645963,591.5,1.027848471776814,alc9925_mt_876330,1.0449984405131882,alc9946_mt_50518,80.57729802264568,659.7188249519836,,vminpu=0.9; model=2
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,rebalanceado,0.8,2905,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.32287358958800216,400.5202717586967,591.5,1.0220300297298743,alc9925_mt_876330,1.044997871654845,alc9946_mt_50518,107.46410286229765,1042.3208169532181,"14 trecho(s) MT acima de 100 % (Line.smt_10968944 107 %, Line.smt_10968722 107 %, Line.smt_10968716 107 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,rebalanceado,1.0,2905,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.16264437520650896,495.29585206534995,591.5,1.0164486651837403,alc9925_mt_876330,1.0449972979816775,alc9946_mt_50518,133.0389492966308,1450.309115330217,"14 trecho(s) MT acima de 100 % (Line.smt_10968944 133 %, Line.smt_10968722 133 %, Line.smt_10968716 133 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,rebalanceado,1.2,2905,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,0.0053829327618193975,588.3159952713838,591.5,1.0108846249208443,alc9925_mt_876330,1.0449967035923118,alc9946_mt_50518,158.20425080003906,1912.2330062222113,"26 trecho(s) MT acima de 100 % (Line.smt_10968944 158 %, Line.smt_10968722 158 %, Line.smt_10968716 158 %)",vminpu=0.9
cenario,tijuca_cabofrio_tronco,"Falta permanente no tronco de ALC9925 LDA CABOFRIO (SE Aldeia Campista): isolar abrindo 10927447 e 11035901; 4.036 UCBT restauráveis por ALC9946, RCP9882 ou URG29983 — o gêmeo ranqueia as três SEs.",tijuca,cenário tijuca,ALC9925,ALC9925;RCP9882;ALC9946;URG29983,11304252,cenário nomeado,nominal,rebalanceado,1.4,2905,10,0,sem transferência,sem_opcao_viavel,True,974020904,ALC9946,False,-0.14837186650447812,679.2619590373988,591.5,1.0053776259739624,alc9925_mt_876330,1.0449960908390363,alc9946_mt_50518,182.78953645998683,2417.296690556364,"44 trecho(s) MT acima de 100 % (Line.smt_10968944 183 %, Line.smt_10968722 183 %, Line.smt_10968716 183 %); I disjuntor 679 A > 592 A nominal",vminpu=0.9
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,cadastrado,0.6,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,cadastrado,0.8,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,cadastrado,1.0,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,cadastrado,1.2,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,cadastrado,1.4,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,rebalanceado,0.6,718,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,rebalanceado,0.8,718,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,rebalanceado,1.0,718,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,rebalanceado,1.2,718,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,curva,rebalanceado,1.4,718,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,cadastrado,0.6,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,cadastrado,0.8,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,cadastrado,1.0,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,cadastrado,1.2,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,cadastrado,1.4,0,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,rebalanceado,0.6,722,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,rebalanceado,0.8,722,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,rebalanceado,1.0,722,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,rebalanceado,1.2,722,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,ipanema_9210,"Falta permanente no tronco de PTS0001 LDS 9210, a 144 m da SE Posto Seis: as 35 NA são pátio de manobra da SE (EM_SUB) — nenhuma chave de campo restaura; o agente deve reconhecer a ausência de opção e recomendar despacho de equipe (cenário negativo).",ipanema,cenário ipanema,PTS0001,PTS4022;PTS9088;PTS9924;PTS0001,11409068,cenário nomeado,nominal,rebalanceado,1.4,722,0,0,sem transferência,sem_opcoes_topologicas,False,,,,,,,,,,,,,,
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,cadastrado,0.6,0,10,10,789941518,restaurar,True,789941518,TQR33859,True,0.7629577457528707,133.73923984623036,564.2,1.026683906286239,tqr33859_mt_395491,1.0449994508355391,tqr33859_mt_50380,23.70462253051568,387.13408230844317,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,cadastrado,0.8,0,10,10,11056672,restaurar,True,11056672,TQR33859,True,0.6905832829030933,174.57291178607477,564.2,1.0066892017611389,tqr33862_mt_360100,1.044999245076816,tqr33859_mt_50380,36.839688744508756,547.8603517055255,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,cadastrado,1.0,0,10,10,11053620,restaurar,False,11053620,TQR33859,True,0.619594997506748,214.62450240669284,564.2,1.0088975063249108,tqr33862_mt_360100,1.0449990416145425,tqr33859_mt_50380,38.04093194952676,710.607403771757,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,cadastrado,1.2,0,10,10,11056672,restaurar,True,11056672,TQR33859,True,0.5511176606028422,253.25941588787643,564.2,0.9896629175243037,tqr33862_mt_360100,1.0449988288409195,tqr33859_mt_50380,53.31208490808344,914.4059858994598,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,cadastrado,1.4,0,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.48388988945460804,291.18932436971016,564.2,0.9814116101790604,tqr33862_mt_360100,1.0449986095727388,tqr33859_mt_50380,61.27599884306082,1123.8494898721208,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,rebalanceado,0.6,2184,10,10,789941518,restaurar,True,789941518,TQR33859,True,0.7606835121045847,135.0223624705933,564.2,1.0262560320910783,tqr33859_mt_395491,1.0449994671267426,tqr33859_mt_50380,23.93229306741999,381.90270774274916,,vminpu=0.9
